"text1","text2","text3","text4","text5","text6","text7","text8","text9","text10","text11","text12","text13","text14","text15","text16","text17","text18","text19","text20","text21","text22","text23"
1.00000000000009,0.71743462630713,0.63891853414525,0.8885150956255,0.36346165597465,0.76507753206176,0.62738685085916,0.57383530157878,0.56164332325656,0.45127436296163,0.45710642316851,0.46824029801841,0.56054261819981,0.28565754676445,0.35886313385634,0.35805138940889,0.49054710776129,0.29076754229844,0.65887717422936,0.44581547601961,0.27861330155797,0.48449714723076,0.43677521135107
0.71743462630713,0.99999999999999,0.75139498561338,0.74933683209732,0.50501880592036,0.68763564295349,0.52618950185503,0.5421324416594,0.58997150610102,0.47731185651737,0.48153582853747,0.44546690103386,0.58811107112617,0.3943255364878,0.40195867518898,0.42130301990716,0.41388900416096,0.40278466069905,0.60409778631535,0.37435190560474,0.36406714289463,0.47937586498471,0.53612140087265
0.63891853414525,0.75139498561338,1.00000000000007,0.7448185605106,0.48092121177827,0.78881163000898,0.49601049341702,0.58137741433103,0.54927130421319,0.47172953552416,0.46013919038123,0.43827468259222,0.54886179771847,0.29833274070268,0.35641769308473,0.34578074618479,0.39074143476476,0.30769801137185,0.6264623904757,0.34633712650995,0.20274413707131,0.44747872695913,0.50626901772593
0.8885150956255,0.74933683209732,0.7448185605106,1.00000000000011,0.41942900994516,0.85445832801013,0.63897553725551,0.60254880222287,0.60234779933164,0.52173531471826,0.48866716710956,0.48650592036154,0.60141851187949,0.30781458037247,0.39458436214245,0.33908673106265,0.48633814658851,0.31510586700355,0.71967201668278,0.43790650481278,0.24569855183291,0.54310502636689,0.47525601306739
0.36346165597465,0.50501880592036,0.48092121177827,0.41942900994516,1.00000000000002,0.38661763690937,0.3089861924866,0.37310214402224,0.38935491207568,0.33443616093834,0.28167938042279,0.29455947847962,0.38846870521999,0.31107556493667,0.24117953382176,0.24063245207769,0.26666337850044,0.32784819272864,0.4172556138614,0.23877426538101,0.19054768778713,0.31632022692681,0.33233241470594
0.76507753206176,0.68763564295349,0.78881163000898,0.85445832801013,0.38661763690937,0.99999999999997,0.53670744310201,0.49223846052046,0.481027470653,0.42841385898981,0.36299384129081,0.42373955858515,0.48006968379197,0.21103810975427,0.35802902320677,0.26260464376196,0.32697867358843,0.21752844874786,0.64557294340094,0.27971015551741,0.1628272736404,0.39933891769142,0.44639117278196
0.62738685085916,0.52618950185503,0.49601049341702,0.63897553725551,0.3089861924866,0.53670744310201,1,0.50120511571851,0.54427996740101,0.50482529391963,0.43522359566265,0.43372696974965,0.54296748088572,0.26750417939787,0.36374075043098,0.35736754548222,0.50100656339303,0.27544541919665,0.5796237698461,0.4612809746819,0.18631755364983,0.71496934316474,0.43106765615892
0.57383530157878,0.5421324416594,0.58137741433103,0.60254880222287,0.37310214402224,0.49223846052046,0.50120511571851,0.99999999999987,0.63436103245266,0.50982811371743,0.41523253622765,0.57733079132003,0.63430218872025,0.37412882471404,0.38511443956513,0.44997218216656,0.62088079699298,0.38745188857589,0.78518574866712,0.58290596005303,0.22127593593612,0.52981262761826,0.47973241131503
0.56164332325656,0.58997150610102,0.54927130421319,0.60234779933164,0.38935491207568,0.481027470653,0.54427996740101,0.63436103245266,0.99999999999994,0.72395604049288,0.54645289930856,0.65192864213023,0.99975273399845,0.56191419648932,0.71346256625938,0.52967182403812,0.73075999324574,0.56566790089373,0.70208390504076,0.67249745685536,0.29864233401345,0.59025381551478,0.61215674464731
0.45127436296163,0.47731185651737,0.47172953552416,0.52173531471826,0.33443616093834,0.42841385898981,0.50482529391963,0.50982811371743,0.72395604049288,1.00000000000017,0.45669074725565,0.55439058033128,0.72238586953336,0.36551564743274,0.57651056266662,0.34888979489986,0.55254930561545,0.37231339469844,0.61233599549695,0.52328431580193,0.17444577123016,0.57097850347683,0.55311730088701
0.45710642316851,0.48153582853747,0.46013919038123,0.48866716710956,0.28167938042279,0.36299384129081,0.43522359566265,0.41523253622765,0.54645289930856,0.45669074725565,1.00000000000019,0.41253031013745,0.54447612983304,0.27854982192632,0.35705250811676,0.4425964580873,0.52449998637466,0.28483619839256,0.46230468236,0.50565359639869,0.18587002834,0.43406724323207,0.48375902232485
0.46824029801841,0.44546690103386,0.43827468259222,0.48650592036154,0.29455947847962,0.42373955858515,0.43372696974965,0.57733079132003,0.65192864213023,0.55439058033128,0.41253031013745,1.0000000000001,0.65189308345517,0.31038750516949,0.41742575808306,0.42534802837568,0.58200485593816,0.3203994153002,0.61848337294572,0.54906125067868,0.19674073144952,0.45320848867975,0.55313690957005
0.56054261819981,0.58811107112617,0.54886179771847,0.60141851187949,0.38846870521999,0.48006968379197,0.54296748088572,0.63430218872025,0.99975273399845,0.72238586953336,0.54447612983304,0.65189308345517,1.00000000000006,0.5628144753631,0.71089461886666,0.52900457705676,0.73073129003434,0.56666391135281,0.70163084315576,0.67219948719018,0.29753982417127,0.58927612904998,0.61053581076265
0.28565754676445,0.3943255364878,0.29833274070268,0.30781458037247,0.31107556493667,0.21103810975427,0.26750417939787,0.37412882471404,0.56191419648932,0.36551564743274,0.27854982192632,0.31038750516949,0.5628144753631,1.00000000000012,0.31018261257905,0.26470635206697,0.32608968742652,0.98197537321486,0.39599274843115,0.28276084060584,0.29908337419407,0.2967801951289,0.33809597332355
